Hole Depth,True Vertical Depth,Rate Of Penetration,Convertible Torque,YYYY/MM/DD,HH:MM:SS,Memos
5010.00,3191.0,25.85,16980,2021/11/15,15:31:07,XFER FROM FRAC TO TANK 7,XFER COMPLETE,PVT: Volume Alarm snooze Started,Recalibrated low CUSTOM PARAM #8,PVT: Volume Alarm snooze Expired,Recalibrated high CUSTOM PARAM #8,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling,ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,NO FLOW CHECK TOUR CHANGE WELL SHUT IN,COM OK,TIGHT CONNECTION D.P,9.5,9.5,9.5,PVT: Flow 1 high-low alarm has been disabled,PVT: Flow 1 pumps off alarm has been disabled,9.5,TRANSFER FROM FRAC TANK TO TANK 7,TRANSFER COMPLETE,9.5,9.5,9.5,9.5,9.5,TRANSFER FROM FRAC TANK TO TANK 7,9.5,TRANSFER COMPLETE,9.5,PUMP KILL MUD BACK SIDE 30 BBLS,NO FLOW CHECK @ SHOE WELL SHUT IN 9774',9.5,9.5,FIX LEAK ON ST 80,9.5,TRANSFER FROM FRAC TANK TO TANK 7,9.5,TRANSFER COMPLETE,9.5,9.5,9.5,TRANSFER FROM FRAC TANK TO TANK 7,TRANSFER COMPLETE,9.5,9.5 L/D AGGITATOR,9.5,9.5,TRANSFER FROM FRAC TANK TO TANK 7,9.5,TRANSFER COMPLETE,9.5,9.5,9.5,L/D AGGITATOR,PUMP 50 BBLS KILL MUD,FLOW CHECK,NO FLOW,REMOVE ROT HEAD,TRANSFER FROM FRAC TANK TO TANK 7,9.5 TRANSFER FROM FRAC TANK TO TANKS 5 & 6,TRANSFER COMPLETE 9.5,9.5,9.5,9.5,9.5,FLOW CHECK BHA,NO FLOW,L/D BHA,RIG SERVICE,P/UP BHA,Recalibrated low CUSTOM PARAM #8,Recalibrated low CUSTOM PARAM #8,Recalibrated high CUSTOM PARAM #8,Recalibrated high CUSTOM PARAM #8,CHECK C.O.M,FLOW CHECK BEFORE INSTALLING ROTATING HEAD,NO FLOW,BIT DEPTH CHANGED TO 2280.0 FEET,INSTALL ROTATING HEAD,P/U AGITATOR,P/U AGITATOR,Well Control Drill Started: GAIN on (Flow),PVT: Flow 1 high-low alarm has been enabled,PVT: Flow 1 pumps off alarm has been enabled,Well Control Drill Stopped,BOP TRIP DRILL,NO FLOW,Recalibrated low CUSTOM PARAM #8,Recalibrated high CUSTOM PARAM #8,FILL PIPE,SLIP AND CUT DRILL LINE,HOOKLOAD WAS RECALIBRATED,CHECK C.O.M,BIT DEPTH CHANGED TO 9632.3 FEET,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,FILL PIPE,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,BIT DEPTH CHANGED TO 14722.0 FEET,PUMP KILL MUD IN BACK SIDE,COM OK,ORIENT TOOL FACE,PUMP TT,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,Recalibrated low CUSTOM PARAM #8,ST-80 ZEROED,BIT DEPTH CHANGED TO 16415.0 FEET,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZWOB FROM Rig Display Drilling,ZDIFF FROM Rig Display Drilling
5020.00,3191.2,50.84,15529,2021/11/16,20:43:52,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5030.00,3191.5,54.88,15724,2021/11/16,21:00:44,
5040.00,3191.7,59.28,17430,2021/11/16,21:11:30,
5050.00,3191.9,54.53,16372,2021/11/16,21:22:46,PUMP KILL MUD BACK SIDE,ZWOB FROM Rig Display Drilling,TRANSFER FROM FRAC TANK TO TANKS 5 & 6,TRANSFER COMPLETE
5060.00,3192.1,53.10,15587,2021/11/16,21:49:13,
5070.00,3192.4,53.63,12526,2021/11/16,22:35:18,
5080.00,3192.8,58.36,17450,2021/11/16,22:46:13,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5090.00,3193.2,56.22,15689,2021/11/16,23:09:07,
5100.00,3193.8,53.60,13858,2021/11/16,23:43:45,
5110.00,3194.5,53.60,16956,2021/11/16,23:55:17,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5120.00,3195.2,62.03,14549,2021/11/17,00:22:52,
5130.00,3196.0,57.70,14152,2021/11/17,00:52:10,
5140.00,3196.9,59.44,16873,2021/11/17,01:02:39,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Expired
5150.00,3197.8,58.71,15390,2021/11/17,01:20:59,ST-80 ZEROED
5160.00,3198.7,49.73,14893,2021/11/17,01:33:52,
5170.00,3199.6,49.71,14859,2021/11/17,01:46:30,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Expired,ST-80 ZEROED,Recalibrated low CUSTOM PARAM #8,Recalibrated high CUSTOM PARAM #8
5180.00,3200.4,61.90,14971,2021/11/17,02:04:16,
5190.00,3201.2,63.61,17915,2021/11/17,02:14:02,
5200.00,3202.0,63.76,18285,2021/11/17,02:23:49,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5210.00,3202.7,61.30,15869,2021/11/17,02:42:25,
5220.00,3203.4,59.22,15656,2021/11/17,02:52:52,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling,ZDIFF FROM Rig Display Drilling
5230.00,3204.0,59.44,15653,2021/11/17,03:09:11,PVT: Volume Alarm snooze Expired
5240.00,3204.7,81.21,12770,2021/11/17,03:51:40,
5250.00,3205.2,50.89,14007,2021/11/17,04:06:40,RIG SERVICE,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Expired
5260.00,3205.8,52.73,14563,2021/11/17,05:09:23,
5270.00,3206.3,52.70,14857,2021/11/17,05:22:10,
5280.00,3206.7,50.91,15205,2021/11/17,05:34:00,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,IN TALLY: HOLE DEPTH SET TO 17361.9,IN TALLY: HOLE DEPTH SET TO 17361.9,PVT: Volume Alarm snooze Expired
5290.00,3207.1,56.67,15367,2021/11/17,05:52:07,
5300.00,3207.5,63.48,16766,2021/11/17,06:02:12,
5310.00,3207.9,63.79,16814,2021/11/17,06:11:59,PVT: Volume Alarm snooze Started,CHECK C.O.M,PVT: Volume Alarm snooze Expired,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5320.00,3208.2,61.42,15190,2021/11/17,06:40:45,
5330.00,3208.6,58.56,15408,2021/11/17,07:08:00,
5340.00,3209.1,59.79,17351,2021/11/17,07:18:49,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5350.00,3209.5,58.66,15012,2021/11/17,07:52:23,
5360.00,3210.1,60.29,16098,2021/11/17,08:13:34,
5370.00,3210.8,61.88,18130,2021/11/17,08:23:37,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,RECYCLE MUD PUMPS MWD,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5380.00,3211.5,58.68,14473,2021/11/17,09:27:08,
5390.00,3212.4,60.27,16589,2021/11/17,09:38:12,
5400.00,3213.3,62.30,17564,2021/11/17,09:48:21,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Expired
5410.00,3214.1,58.18,16298,2021/11/17,10:06:45,
5420.00,3215.0,60.52,17461,2021/11/17,10:16:58,
5430.00,3215.8,62.66,17855,2021/11/17,10:26:55,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Expired
5440.00,3216.6,63.06,16445,2021/11/17,10:51:22,
5450.00,3217.3,61.00,18075,2021/11/17,11:01:15,PVT: Alarms muted,PVT: Volume Alarm snooze Stopped PVT: Alarms unmuted,PVT: Volume Alarm snooze Started,Smart Alarms: On,PVT: Volume Alarm snooze Expired,ZWOB FROM Rig Display Drilling,ZDIFF FROM Rig Display Drilling
5460.00,3217.9,61.35,17711,2021/11/17,11:20:10,
5470.00,3218.5,63.01,18108,2021/11/17,11:30:42,Smart Alarms: Off,ST-80 ZEROED,Recalibrated low CUSTOM PARAM #8,Recalibrated high CUSTOM PARAM #8
5480.00,3219.0,60.97,18949,2021/11/17,11:40:35,Smart Alarms: On,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5490.00,3219.5,63.03,17493,2021/11/17,12:06:06,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5500.00,3220.0,46.66,14479,2021/11/17,12:59:53,
5510.00,3220.6,60.09,18293,2021/11/17,13:10:14,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5520.00,3221.2,61.95,17678,2021/11/17,13:40:04,Smart Alarms: Off,Smart Alarms: On,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5530.00,3221.9,60.80,17059,2021/11/17,14:22:35,
5540.00,3222.6,62.66,18340,2021/11/17,14:32:32,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5550.00,3223.4,60.22,17967,2021/11/17,15:06:06,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5560.00,3224.1,55.16,15848,2021/11/17,16:04:32,
5570.00,3224.8,56.49,17695,2021/11/17,16:15:43,RIG SERVICE,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5580.00,3225.6,54.44,17562,2021/11/17,17:06:51,
5590.00,3226.2,55.54,17683,2021/11/17,17:18:17,
5600.00,3226.8,51.79,17775,2021/11/17,17:30:20,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5610.00,3227.4,52.75,17950,2021/11/17,17:50:55,
5620.00,3227.9,54.09,18423,2021/11/17,18:02:24,
5630.00,3228.4,57.63,18457,2021/11/17,18:13:35,COM OK
5640.00,3229.0,51.62,15188,2021/11/17,18:54:22,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5650.00,3229.4,57.65,17233,2021/11/17,19:22:11,
5660.00,3229.8,59.46,18736,2021/11/17,19:32:39,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZDIFF FROM Rig Display Drilling
5670.00,3230.3,59.14,18157,2021/11/17,19:49:27,ZDIFF FROM Rig Display Drilling
5680.00,3230.7,59.16,18625,2021/11/17,20:08:23,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZDIFF FROM Rig Display Drilling
5690.00,3231.0,60.99,19711,2021/11/17,20:34:07,RELOG,HOLE DEPTH CHANGED TO 18689.0 FEET,ZWOB FROM Rig Display Drilling WHILE ON BOTTOM ZDIFF FROM Rig Display Drilling WHILE ON BOTTOM
5700.00,3231.4,61.27,14830,2021/11/17,21:36:30,
5710.00,3231.9,61.49,19693,2021/11/17,21:46:17,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Expired
5720.00,3232.3,63.64,19219,2021/11/17,22:01:54,
5730.00,3232.8,63.48,18437,2021/11/17,22:19:14,
5740.00,3233.4,64.34,19130,2021/11/17,22:28:42,PVT: Volume Alarm snooze Started,WAIT ON SURVEY,PVT: Volume Alarm snooze Expired
5750.00,3234.0,67.38,18219,2021/11/17,22:54:27,RELOG,HOLE DEPTH CHANGED TO 18878.0 FEET
5760.00,3234.6,61.51,16213,2021/11/17,23:37:06,
5770.00,3235.4,63.78,19982,2021/11/17,23:46:53,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Expired
5780.00,3236.1,61.42,19194,2021/11/18,00:11:29,
5790.00,3236.8,48.42,18419,2021/11/18,00:24:26,TRANSFER FROM TANKS 1-4 TO THE FRAC TANK
5800.00,3237.3,49.03,17175,2021/11/18,00:37:20,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling
5810.00,3237.9,56.72,18103,2021/11/18,00:57:55,PUMP KILL MUD BACK SIDE
5820.00,3238.5,61.52,18285,2021/11/18,01:08:03,
5830.00,3239.2,63.81,18284,2021/11/18,01:17:49,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,HOLE DEPTH CHANGED TO 19153.0 FEET,ZWOB FROM Rig Display Drilling WHILE ON BOTTOM ZDIFF FROM Rig Display Drilling WHILE ON BOTTOM
5840.00,3239.8,61.82,13972,2021/11/18,02:09:08,
5850.00,3240.5,63.59,18473,2021/11/18,02:18:53,
5860.00,3241.2,63.84,19432,2021/11/18,02:28:40,PVT: Volume Alarm snooze Started,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,PVT: Volume Alarm snooze Expired,IN TALLY: HOLE DEPTH SET TO 19246.8
5870.00,3242.0,62.20,19766,2021/11/18,02:47:11,
5880.00,3242.0,63.51,19461,2021/11/18,02:56:57,
5890.00,-999.25,63.78,19201,2021/11/18,03:06:59,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,IN TALLY: HOLE DEPTH SET TO 19341.3,IN TALLY: HOLE DEPTH SET TO 19341.3,YEA TD,CIRCULATE,PERFORM EVACUATION DRILL,TRANSFER FROM FRAC TANK TO TANK 7,TRANSFER COMPLETE,NO FLOW CHECK AT TOUR CHANGE DUE TO WELL SHUT IN,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,CHECK C.O.M,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Alarms muted,PVT: Volume Alarm snooze Stopped,PVT: Alarms unmuted,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Volume Alarm snooze Started,PVT: Volume Alarm snooze Expired,PVT: Flow 1 high-low alarm has been disabled,PVT: Flow 1 pumps off alarm has been disabled,9.5,9.5,9.5,9.5,9.5,XFER FROM FRAC TO TANK 7,9.5,XFER FROM FRAC TO TANK 5&6,Smart Alarms: Gain,Smart Alarms: ACK,9.5,9.5,9.5,9.5,9.5,PUMP 30.0 BBLS KILL MUD 17.0 PPG,Smart Alarms: Loss,Smart Alarms: ACK,XFER FROM FRAC TO TANK 7,RIG SERVICE,9.5,Well Control Drill Started: GAIN on (Flow),PERFORM BOP TRIP DRILL,FLOW CHECK,Well Control Drill Stopped,NO FLOW,PVT: Flow 1 high-low alarm has been enabled,PVT: Flow 1 pumps off alarm has been enabled,9.5,NO FLOW CHECK AT TOUR CHANGE DUE TO WELL SHUT IN,9.5,9.5,TRANSFER FROM FRAC TANK TO TANK 7,TRANSFER COMPLETE,9.5,9.5,Well Control Drill Started: GAIN on (Flow),PERFORM TRIP DRILL,FLOW CHECK,Well Control Drill Stopped,NO FLOW,9.5,TRANSFER FROM FRAC TANK TO TANK 7,9.5 TRANSFER COMPLETE,L/D AGGITATOR,9.5,9.5,TRANSFER FROM FRAC TANK TO TANK 7,TRANSFER COMPLETE,9.5,9.5,9.5,TRIP IN HOLE,FILL PIPE,TRANSFER FROM FRAC TANK TO TANK 7,TRANSFER COMPLETE,L/D PIPE,9.5,9.5,9.5,9.5,9.5,TRANSFER FROM FRAC TANK TO TANK 7,9.5,9.5,9.5,9.5,9.6,NO FLOW CHECK AT TOUR CHANGE WELL SHUT IN,9.5,SERVICE ST-80,9.5,XFER FROM FRAC TO TANK 7,9.5,XFER FROM FRAC TO TANKS 5&6,Smart Alarms: Gain,Smart Alarms: ACK,XFER COMPLETE,9.5,CHECK C.O.M,FILL PIPE,9.5,9.5,9.5,9.5,XFER FROM FRAC TO TANK 7,9.5,9.5,9.5,L/D AGITATOR,PUMP 80 BBLS OF 17.0 PPG KILL MUD,Smart Alarms: Loss,Smart Alarms: ACK,PERFORM SEVERE WEATHER DRILL,9.5,XFER FROM FRAC TO TANK 7,XFER FROM FRAC TO TANKS 5&6,Smart Alarms: Gain,Smart Alarms: ACK,9.5,XFER COMPLETE,9.5,9.5,FLOW CHECK BEFORE REMOVING ROTATING HEAD,NO FLOW,REMOVE ROTATING HEAD,XFER FROM FRAC TO TANK 7,9.5,XFER COMPLETE,L/D REAMER,6.0,FLOW CHECK AT BHA,NO FLOW,L/D BHA,TEST TOP DOOR SEALS,GOOD TEST BLEED OFF PRESSURE ON TRIP TAN,RIGGING UP CASING TOOLS,Smart Alarms: Loss,Smart Alarms: ACK,ZWOB FROM Rig Display Drilling ZDIFF FROM Rig Display Drilling,BIT DEPTH CHANGED TO 0.0 FEET,PERFORM SEVERE WEATHER DRILL,HOOKLOAD WAS RECALIBRATED,BIT DEPTH CHANGED TO 916.0 FEET,FLOW CHECK,NO FLOW,INTALL ROT HEAD,FILL PIPE,BIT DEPTH CHANGED TO 4363.0 FEET,NO FLOW CHECK AT TOUR CHANGE WELL SHUT IN,FILL PIPE,PERFORM NATURAL GAS DRILL,"CHANGE OUT CASING EQUIPMENT F/ 5"" T/ 5.5",HOOKLOAD WAS RECALIBRATED.,BIT DEPTH CHANGED TO 14805.8 FEET,C.O.M. CHECK,ZDIFF FROM Rig Display Drilling,NO FLOW CHECK TOUR CHANGE WELL SHUT IN,FLOW CHECK,NO FLOW,REMOVE ROT HEAD
5900.00,-999.25,105.42,18325,2021/11/20,19:58:16,BIT DEPTH CHANGED TO 19353.0 FEET,Smart Alarms: Gain,Smart Alarms: ACK,PUMP 2 DISPLACEMENT RECALIBRATED,PUMP 3 DISPLACEMENT RECALIBRATED,PERFORM NATURAL GAS DRILL @ 22:50,PUMP KILL MUD BACK SIDE,Smart Alarms: Loss,Smart Alarms: ACK,TRANSFER TANK 7 TO FRAC TANK,TRANSFER TANKS 5 & 6 TO TANK 7,Smart Alarms: Loss,Smart Alarms: ACK,TRANSFER FROM FRAC TANK TO TANK 7,TRANSFER COMPLETE,Smart Alarms: Loss,Smart Alarms: ACK,Smart Alarms: Gain,Smart Alarms: ACK,Smart Alarms: Loss,Smart Alarms: ACK,FLOW CHECK WELL,NO FLOW,XFER FROM TANK 7 TO FRAC,PVT: Volume Alarm snooze Stopped,PVT: Alarms muted,Smart Alarms: Gain,Smart Alarms: Loss,Smart Alarms: ACK,Smart Alarms: Gain,Smart Alarms: Loss,Smart Alarms: Gain,Smart Alarms: Loss,Smart Alarms: Off

